Item_Weight,Item_MRP,Item_Type,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Visibility_Class
20.5,194.1478,6,1,1,1,1
10.895,194.1794,6,1,2,2,4
20.1,194.282,6,1,2,2,4
14.15,194.411,6,0,2,1,4
20.1,194.482,6,1,2,0,1
12.5,194.5794,6,2,0,0,1
14.15,194.711,6,2,1,1,4
18.2,194.711,6,1,2,2,1
12.5,194.711,6,1,2,3,4
10.895,194.8794,6,1,2,0,1
12.85,195.0768,6,1,1,1,4
14.15,195.111,6,1,2,2,4
18.2,195.111,6,2,1,1,1
12.85,195.2768,6,2,1,1,4
20.5,195.3478,6,1,2,2,1
8.96,195.3768,6,0,2,1,1
18.2,195.411,6,1,2,0,4
20.5,195.5478,6,2,1,1,1
10.895,195.5794,6,2,0,1,4
12.85,195.6768,6,1,2,0,4
15.5,195.8768,6,1,2,0,2
15.5,195.8768,6,2,1,1,1
14.15,196.011,6,1,1,1,4
12.5,196.011,6,1,2,3,1
15.5,196.0768,6,2,0,1,1
18.2,196.211,6,1,1,1,1
16.35,196.3426,6,1,2,2,4
10.895,196.3794,6,1,1,1,4
14.15,196.411,6,1,0,1,4
16.35,196.4426,6,0,2,1,4
8.96,196.4768,6,2,0,1,1
12.5,196.4768,6,1,2,3,4
8.96,196.5768,6,1,2,2,1
12.85,196.5768,6,1,0,1,4
15.5,196.5768,6,1,1,1,1
12.85,196.6768,6,2,0,1,4
10.895,196.6794,6,0,2,1,4
10.895,196.6794,6,2,1,1,4
15.5,196.7768,6,2,1,1,1
12.5,196.8768,6,1,2,3,1
10.895,196.8794,6,1,0,1,4
8.96,196.9768,6,2,1,1,1
11.35,197.0742,6,1,1,1,4
18.2,197.111,6,0,2,1,1
16.35,197.1426,6,1,1,1,4
14.15,197.211,6,2,1,1,4
18.2,197.211,6,2,1,1,1
8.96,197.3768,6,1,0,1,1
12.5,197.3768,6,1,2,3,1
18.2,197.511,6,2,0,1,1
11.35,197.6742,6,2,0,1,4
11.35,197.7742,6,1,0,1,4
8.96,197.7768,6,2,1,1,1
12.5,197.8768,6,2,0,0,4
11.35,197.9742,6,0,2,1,4
18.2,198.211,6,1,0,1,1
16.35,198.2426,6,1,2,0,1
14.15,198.311,6,2,0,1,4
15.5,198.3768,6,0,2,1,1
12.85,198.4768,6,2,1,1,4
16.35,198.5426,6,2,0,1,4
11.35,198.5742,6,2,1,1,4
8.96,198.5768,6,1,2,0,4
12.85,198.5768,6,1,2,2,4
12.5,198.6426,6,1,2,3,4
8.96,198.6768,6,1,1,1,1
16.35,198.9426,6,2,1,1,4
15.5,198.9768,6,1,2,2,1
12.85,199.0768,6,0,2,1,4
15.5,199.0768,6,1,0,1,1
16.35,199.1426,6,2,1,1,4
16.35,199.3426,6,1,0,1,4
11.35,199.4742,6,2,1,1,4
12.5,199.5742,6,1,2,3,4
11.35,201.0742,6,1,2,2,4
17.1,205.8638,6,2,1,1,1
17.1,206.1638,6,1,2,2,1
17.1,206.3638,6,2,1,1,1
12.5,206.8638,6,2,0,0,1
17.1,207.0638,6,0,2,1,1
12.5,207.1638,6,1,2,3,1
17.1,208.5638,6,1,0,1,4
17.1,208.7638,6,1,1,1,1
17.1,209.0638,6,2,0,1,1
6.655,209.2586,6,0,2,1,4
19.1,209.2586,6,2,0,1,4
19.1,209.6586,6,1,0,1,4
6.655,210.0586,6,2,0,1,4
12.5,210.0586,6,1,2,3,4
6.655,210.4586,6,2,1,1,4
8.1,210.4902,6,2,1,1,1
6.655,210.6586,6,1,2,0,4
19.1,210.6586,6,0,2,1,4
19.1,210.8586,6,1,2,2,4
8.1,210.9902,6,2,1,1,1
6.655,211.0586,6,1,2,2,4
6.655,211.0586,6,2,1,1,4
6.655,211.0586,6,1,0,1,4
19.1,211.2586,6,2,1,1,4
12.5,211.3586,6,2,0,0,4
8.1,211.4902,6,0,2,1,1
12.5,211.5586,6,1,2,3,4
8.1,211.8902,6,1,2,2,4
19.1,212.1586,6,2,1,1,4
6.655,212.4586,6,1,1,1,4
19.1,212.8586,6,1,2,0,4
19.1,212.8586,6,1,1,1,4
8.1,212.9902,6,2,0,1,4
8.1,213.2902,6,1,0,1,4
8.1,213.7902,6,1,1,1,1
8.1,213.9902,6,1,2,0,0
12.5,214.2902,6,1,2,3,1
14.0,214.7192,6,1,2,0,4
14.0,214.7192,6,2,1,1,4
10.5,215.1508,6,1,2,2,4
14.0,215.7192,6,2,0,1,4
15.1,215.8166,6,1,2,2,4
14.0,216.0192,6,1,0,1,4
15.1,216.1166,6,2,1,1,4
12.5,216.3192,6,2,0,0,4
12.5,216.3508,6,2,0,0,4
15.1,216.4166,6,2,1,1,4
14.0,216.6192,6,1,2,2,4
14.0,216.6192,6,2,1,1,4
10.5,216.7508,6,2,1,1,4
12.5,216.9166,6,2,0,0,1
14.0,216.9192,6,1,1,1,4
15.1,217.3166,6,1,1,1,4
12.5,217.3192,6,1,2,3,4
14.0,217.4192,6,0,2,1,4
12.5,217.7508,6,1,2,3,4
15.1,217.8166,6,0,2,1,4
10.5,217.8508,6,1,2,0,4
10.5,217.9508,6,2,0,1,4
10.5,218.1508,6,0,2,1,4
10.5,218.4508,6,1,0,1,4
15.1,218.7166,6,1,0,1,4
10.5,218.7508,6,2,1,1,4
10.5,218.8508,6,1,1,1,4
12.5,219.0456,6,2,0,0,2
15.1,219.1456,6,2,1,1,1
15.1,219.4166,6,2,0,1,4
12.5,219.5166,6,1,2,3,4
15.1,219.8456,6,1,0,1,1
12.5,219.8456,6,1,2,3,1
15.1,220.4456,6,0,2,1,1
20.25,220.5772,6,1,1,1,4
20.25,220.6772,6,2,0,1,4
19.85,220.8772,6,2,1,1,2
15.1,221.5456,6,1,2,2,1
19.85,221.5772,6,1,1,1,2
19.85,221.6772,6,1,0,1,2
20.25,221.6772,6,2,1,1,4
15.1,221.7456,6,2,1,1,1
15.1,221.8456,6,2,0,1,1
19.85,222.0772,6,0,2,1,2
20.25,222.0772,6,0,2,1,4
20.25,222.0772,6,1,2,2,4
12.5,222.0772,6,2,0,0,3
20.25,222.1772,6,2,1,1,4
20.25,222.3772,6,1,0,1,4
12.5,222.3772,6,1,2,3,2
17.2,222.5088,6,0,2,1,4
12.5,222.5088,6,1,2,3,4
15.1,222.7456,6,1,1,1,1
10.1,222.9088,6,2,1,1,4
19.85,222.9772,6,1,2,2,2
10.1,223.0088,6,1,0,1,4
19.85,223.0772,6,2,1,1,2
17.2,223.1088,6,2,1,1,4
12.5,223.4772,6,1,2,3,4
12.5,223.5772,6,2,0,0,4
12.5,223.7062,6,1,2,3,4
10.1,223.7088,6,2,1,1,4
12.5,223.8088,6,1,2,3,4
16.35,224.0062,6,0,2,1,4
19.85,224.0772,6,2,0,1,2
10.1,224.2088,6,1,2,2,4
10.1,224.4088,6,2,0,1,4
17.2,224.4088,6,2,1,1,4
16.35,224.7062,6,2,1,1,4
17.2,224.8088,6,1,1,1,4
17.2,224.8088,6,1,0,1,4
10.1,225.1088,6,0,2,1,4
7.365,225.172,6,2,1,1,4
7.365,225.172,6,2,1,1,4
12.5,225.2088,6,2,0,0,1
19.0,225.272,6,2,1,1,4
12.5,225.272,6,1,2,3,1
12.5,225.3062,6,2,0,0,1
17.2,225.3088,6,2,0,1,4
17.2,225.4088,6,1,2,2,4
19.0,225.472,6,2,0,1,1
10.1,225.5088,6,1,2,0,1
16.35,225.6062,6,1,2,2,4
10.1,225.6088,6,1,1,1,4
20.1,225.9036,6,0,2,1,4
16.35,225.9062,6,2,0,1,4
7.365,226.172,6,2,0,1,4
19.0,226.172,6,0,2,1,1
20.1,226.2036,6,2,1,1,4
20.1,226.3036,6,2,0,1,4
19.0,226.372,6,2,1,1,1
16.35,226.5062,6,2,1,1,4
20.1,226.6036,6,1,1,1,4
12.5,226.7694,6,1,2,3,1
20.1,226.8036,6,1,0,1,4
7.365,226.972,6,1,2,2,4
7.365,227.072,6,1,0,1,4
16.35,227.1062,6,1,2,0,1
16.35,227.1062,6,1,0,1,4
12.5,227.272,6,1,2,3,4
12.5,227.372,6,2,0,0,1
6.78,227.4694,6,2,0,1,4
6.78,227.5694,6,1,0,1,4
16.35,227.6062,6,1,1,1,4
19.0,227.772,6,1,1,1,1
19.0,227.772,6,1,2,2,1
12.5,227.801,6,2,0,0,4
7.51,227.901,6,2,1,1,4
7.51,228.001,6,1,1,1,4
12.5,228.1036,6,2,0,0,4
7.51,228.201,6,1,2,0,4
20.1,228.2036,6,1,2,2,4
19.0,228.272,6,1,2,0,2
7.365,228.372,6,0,2,1,4
7.365,228.372,6,1,1,1,4
19.0,228.372,6,1,0,1,1
6.78,228.4694,6,2,1,1,1
7.51,228.801,6,1,2,2,4
6.78,228.9694,6,2,1,1,1
6.78,229.1694,6,1,2,2,1
20.1,229.3036,6,2,1,1,4
6.78,229.3694,6,1,1,1,1
12.5,229.3694,6,2,0,0,2
12.5,229.5036,6,1,2,3,4
6.78,229.5694,6,0,2,1,1
7.51,229.601,6,2,0,1,4
7.51,230.101,6,1,0,1,4
12.85,230.6642,6,1,0,1,1
12.5,230.801,6,1,2,3,4
7.51,231.101,6,0,2,1,4
7.51,231.201,6,2,1,1,4
12.85,231.2642,6,2,0,1,1
12.85,231.6642,6,1,2,0,2
12.5,231.7958,6,1,2,3,4
12.5,231.9642,6,1,2,3,4
20.35,232.3958,6,1,1,1,4
19.1,232.6958,6,1,1,1,1
19.1,233.1958,6,2,0,1,1
12.85,233.2642,6,2,1,1,1
20.35,233.2958,6,2,0,1,4
12.85,233.3642,6,0,2,1,1
12.85,233.3642,6,1,1,1,4
19.1,233.5958,6,1,0,1,1
12.5,233.7958,6,1,2,3,1
12.85,233.8642,6,1,2,2,1
19.1,233.8958,6,2,1,1,1
19.1,233.9958,6,1,2,0,2
20.35,234.0958,6,1,2,0,4
20.35,234.0958,6,2,1,1,4
12.85,234.2642,6,2,1,1,1
20.35,234.3958,6,1,0,1,4
19.1,234.4958,6,1,2,2,1
20.35,234.4958,6,1,2,2,4
20.35,234.4958,6,2,1,1,4
12.5,234.7958,6,2,0,0,4
20.35,234.9958,6,0,2,1,4
19.1,235.0958,6,2,1,1,1
19.1,235.1958,6,0,2,1,1
19.35,236.5564,6,2,1,1,4
19.35,237.1564,6,1,1,1,4
12.5,237.3564,6,1,2,3,4
19.35,237.4564,6,1,2,2,4
12.5,237.4564,6,2,0,0,1
12.65,238.3538,6,1,1,1,2
19.35,238.6564,6,0,2,1,4
12.65,238.8538,6,1,2,2,2
12.65,238.9538,6,2,1,1,2
12.65,238.9538,6,1,0,1,2
19.35,239.4564,6,2,1,1,4
12.65,239.5538,6,0,2,1,2
12.65,239.6538,6,2,0,1,2
19.35,239.8564,6,2,0,1,4
7.475,239.9854,6,2,0,1,2
19.35,240.3564,6,1,0,1,4
11.0,240.4512,6,2,1,1,4
7.475,240.6854,6,2,1,1,2
12.65,240.7538,6,2,1,1,4
12.5,240.9538,6,2,0,0,3
7.35,241.0512,6,1,2,0,4
7.35,241.1512,6,2,1,1,4
11.0,241.2512,6,1,1,1,4
12.5,241.2512,6,1,2,3,4
7.475,241.2854,6,2,1,1,2
7.35,241.3512,6,1,2,2,4
7.35,241.3512,6,2,1,1,4
7.35,241.4512,6,1,0,1,4
7.475,241.6854,6,1,2,2,2
11.0,241.7512,6,2,0,1,4
12.5,241.7538,6,1,2,3,2
7.475,241.8854,6,1,0,1,2
11.0,241.9512,6,0,2,1,4
12.5,241.9854,6,2,0,0,0
11.0,242.2512,6,1,0,1,4
7.475,242.4854,6,0,2,1,2
7.35,242.6512,6,0,2,1,4
12.5,242.6512,6,1,2,3,4
11.0,242.7512,6,1,2,2,4
7.35,242.8512,6,2,0,1,4
7.35,242.9512,6,1,1,1,4
12.5,242.9854,6,1,2,3,4
10.8,243.2144,6,2,1,1,4
10.0,243.3144,6,1,2,0,4
12.5,243.3144,6,2,0,0,4
10.8,243.4144,6,1,0,1,4
7.475,243.4854,6,1,1,1,2
10.0,243.8144,6,2,0,1,4
10.8,243.9144,6,1,1,1,4
11.0,244.3512,6,2,1,1,4
12.5,244.3512,6,2,0,0,4
10.0,245.0144,6,1,0,1,4
12.5,245.0144,6,1,2,3,4
10.0,245.4144,6,0,2,1,4
10.0,245.4144,6,1,1,1,4
12.5,245.4144,6,1,2,3,4
10.0,245.7144,6,2,1,1,4
10.8,245.9144,6,0,2,1,4
10.8,246.0144,6,1,2,2,4
10.0,246.2144,6,2,1,1,4
10.8,246.7144,6,2,0,1,4
10.8,246.8144,6,2,1,1,4
10.0,246.9144,6,1,2,2,4
12.5,247.0092,6,1,2,3,4
18.2,247.1092,6,2,0,1,4
18.2,247.2092,6,2,1,1,4
12.6,247.4092,6,1,1,1,4
18.2,248.1092,6,1,1,1,4
12.6,248.2092,6,2,1,1,4
12.6,248.6092,6,2,0,1,4
12.6,248.6092,6,1,0,1,4
12.6,248.8092,6,2,1,1,4
12.5,249.0092,6,1,2,3,4
18.2,250.1092,6,2,1,1,4
18.2,250.1092,6,1,0,1,4
18.2,250.2092,6,1,2,2,4
12.6,250.3092,6,1,2,0,4
12.6,250.8092,6,1,2,2,4
12.6,250.9092,6,0,2,1,4
18.2,250.9092,6,0,2,1,4
12.85,252.0382,6,1,2,2,2
16.1,252.3356,6,2,0,1,4
12.85,252.3382,6,0,2,1,2
12.85,252.3382,6,2,0,1,4
12.85,252.6382,6,2,1,1,2
12.5,253.0356,6,1,2,3,4
12.5,253.0382,6,1,2,3,2
16.1,253.2356,6,2,1,1,4
16.1,253.3356,6,1,2,2,4
16.1,253.4356,6,1,0,1,4
16.1,253.7356,6,1,2,0,4
12.85,253.7382,6,1,1,1,2
12.85,253.9382,6,2,1,1,2
12.85,254.0382,6,1,2,0,0
12.85,254.0382,6,1,0,1,2
5.82,254.533,6,1,1,1,1
12.5,254.8356,6,2,0,0,4
16.1,255.2356,6,0,2,1,4
5.82,255.333,6,2,1,1,1
16.75,255.3988,6,2,0,1,4
5.82,255.433,6,2,0,1,1
16.1,255.7356,6,1,1,1,4
12.5,255.7988,6,1,2,3,4
12.5,256.133,6,2,0,0,2
16.1,256.1356,6,2,1,1,4
5.82,256.433,6,1,2,2,1
8.05,256.4646,6,2,1,1,1
16.75,256.4988,6,0,2,1,1
5.82,256.633,6,1,0,1,4
16.75,256.6988,6,1,1,1,1
8.05,257.0646,6,1,1,1,1
16.75,257.0988,6,1,0,1,1
12.5,257.133,6,1,2,3,1
8.05,257.1646,6,1,0,1,1
8.05,257.5646,6,0,2,1,4
5.82,257.633,6,0,2,1,1
5.82,257.633,6,2,1,1,1
16.75,258.0988,6,2,1,1,1
12.5,258.3646,6,1,2,3,1
16.75,258.3988,6,1,2,2,1
12.5,258.3988,6,2,0,0,4
16.75,258.4988,6,2,1,1,1
8.05,258.5646,6,1,2,2,1
16.2,258.6278,6,2,1,1,4
16.2,258.8278,6,1,1,1,4
8.05,259.0646,6,2,0,1,1
8.05,259.3646,6,2,1,1,1
16.2,260.3278,6,1,2,2,4
16.2,260.3278,6,1,0,1,4
16.2,260.4278,6,0,2,1,4
16.2,260.6278,6,2,1,1,4
12.5,260.6278,6,1,2,3,4
5.785,260.7252,6,2,0,1,4
12.5,260.8252,6,1,2,3,4
16.2,261.3278,6,2,0,1,4
5.785,262.0252,6,2,1,1,4
5.785,262.1252,6,1,2,0,4
5.785,262.6252,6,1,0,1,4
5.785,263.1252,6,2,1,1,4
5.785,263.9252,6,0,2,1,4
5.785,264.0252,6,1,2,2,4
5.785,264.2252,6,1,1,1,4
8.01,34.2532,7,1,2,2,1
8.01,34.9532,7,2,1,1,1
8.01,35.0532,7,2,1,1,1
8.01,35.8532,7,1,1,1,1
8.365,36.1506,7,2,1,1,1
12.5,36.2506,7,2,0,0,1
8.01,36.6532,7,1,2,0,1
8.365,36.7506,7,1,2,2,1
8.01,36.8532,7,1,0,1,1
12.5,36.9532,7,1,2,3,1
11.65,37.0164,7,1,2,2,4
8.01,37.5532,7,2,0,1,1
12.5,37.7506,7,1,2,3,1
8.365,37.9506,7,2,0,1,1
8.01,37.9532,7,0,2,1,1
8.365,38.0506,7,1,0,1,1
8.365,38.3506,7,2,1,1,1
11.65,38.7164,7,1,0,1,4
11.65,38.8164,7,1,2,0,4
12.5,39.0164,7,1,2,3,4
11.65,39.1164,7,0,2,1,4
8.365,39.2506,7,1,2,0,1
8.365,39.3506,7,0,2,1,1
8.365,39.6506,7,1,1,1,1
11.65,40.0164,7,2,1,1,4
11.65,40.1164,7,1,1,1,4
11.65,40.3164,7,2,1,1,4
11.65,40.6164,7,2,0,1,4
12.5,41.877,7,1,2,3,4
15.7,42.177,7,1,1,1,4
15.7,42.577,7,1,0,1,4
15.7,42.877,7,2,1,1,4
15.7,43.277,7,1,2,2,4
15.7,43.277,7,2,1,1,4
15.7,43.277,7,2,0,1,4
15.7,43.377,7,1,2,0,4
15.7,44.777,7,0,2,1,4
15.0,45.206,7,1,0,1,4
15.0,45.306,7,2,0,1,4
15.0,45.506,7,2,1,1,4
15.0,45.906,7,0,2,1,4
15.0,45.906,7,2,1,1,4
12.5,46.206,7,1,2,3,4
15.0,47.306,7,1,1,1,4
15.0,48.306,7,1,2,2,4
16.75,52.0298,7,0,2,1,4
16.75,52.2298,7,1,1,1,4
16.75,52.2298,7,1,2,2,4
16.75,52.7298,7,2,0,1,4
12.5,53.0298,7,1,2,3,4
16.75,53.2298,7,2,1,1,4
5.98,53.3614,7,1,0,1,1
14.65,54.0614,7,1,1,1,2
14.65,54.1614,7,1,2,0,3
12.5,54.2298,7,2,0,0,4
12.5,54.4614,7,2,0,0,1
16.75,54.5298,7,1,0,1,4
14.65,54.9614,7,1,0,1,4
16.75,55.1298,7,2,1,1,4
14.65,55.2614,7,0,2,1,2
5.98,55.3614,7,0,2,1,1
5.98,55.6614,7,2,1,1,1
14.65,55.6614,7,2,1,1,2
12.5,55.7614,7,2,0,0,3
5.98,56.0614,7,1,1,1,1
12.5,56.0614,7,1,2,3,1
14.65,56.1614,7,2,0,1,2
5.98,56.3614,7,1,2,0,1
14.65,56.4614,7,2,1,1,2
5.98,56.6614,7,1,2,2,1
5.98,57.0614,7,2,0,1,1
12.5,57.0614,7,1,2,3,2
5.98,57.1614,7,2,1,1,1
14.65,57.1614,7,1,2,2,2
10.1,59.3878,7,1,2,2,4
10.1,59.9878,7,0,2,1,4
10.1,60.6878,7,1,1,1,4
10.1,60.7878,7,1,0,1,4
10.1,61.2878,7,2,0,1,4
10.1,61.9878,7,2,1,1,4
10.1,62.1878,7,2,1,1,4
12.5,62.3878,7,1,2,3,4
10.8,72.238,7,1,1,1,4
10.8,72.338,7,1,0,1,4
10.8,72.638,7,2,1,1,4
10.8,73.838,7,1,2,2,4
10.8,73.938,7,1,2,0,1
12.5,74.138,7,1,2,3,4
11.8,74.7012,7,0,2,1,4
10.8,74.738,7,2,0,1,4
10.8,74.838,7,0,2,1,4
11.8,75.0012,7,2,1,1,4
10.8,75.238,7,2,1,1,4
11.8,75.4012,7,1,0,1,4
11.8,75.5012,7,1,2,2,4
11.8,75.8012,7,2,1,1,4
12.5,76.6012,7,1,2,3,4
11.8,76.9012,7,2,0,1,4
11.8,77.0012,7,1,1,1,4
12.5,77.9012,7,2,0,0,1
18.35,105.2938,7,2,1,1,4
18.35,105.5938,7,1,2,2,4
18.35,105.7938,7,2,0,1,4
12.5,105.8938,7,2,0,0,4
6.385,105.9596,7,1,0,1,1
18.35,106.1938,7,0,2,1,4
18.35,106.1938,7,1,1,1,4
18.35,106.6938,7,2,1,1,4
12.5,107.0938,7,1,2,3,4
6.385,107.3596,7,2,1,1,1
12.5,107.4596,7,1,2,3,1
18.35,107.5938,7,1,0,1,4
6.385,108.2596,7,2,1,1,1
6.385,108.9596,7,2,0,1,4
6.385,109.0596,7,1,2,2,1
6.385,109.1596,7,1,2,0,2
6.385,109.1596,7,1,1,1,1
6.385,109.8596,7,0,2,1,1
10.195,111.686,7,1,0,1,1
10.195,111.786,7,2,1,1,1
10.195,112.086,7,0,2,1,1
10.195,112.286,7,2,1,1,1
10.195,112.486,7,1,2,0,2
12.5,113.2834,7,1,2,3,4
8.26,113.3834,7,1,0,1,4
12.5,113.486,7,1,2,3,1
8.26,113.5834,7,2,0,1,4
8.26,113.7834,7,1,2,0,4
10.195,113.986,7,1,2,2,1
10.195,114.086,7,2,0,1,4
13.85,114.2492,7,1,1,1,4
10.195,114.486,7,1,1,1,1
13.85,115.0492,7,1,0,1,4
8.26,115.3834,7,0,2,1,4
13.85,115.4492,7,1,2,0,4
8.26,115.7834,7,2,1,1,4
8.26,115.9834,7,1,1,1,4
12.5,115.9834,7,2,0,0,4
8.26,116.0834,7,1,2,2,4
13.85,116.1492,7,2,1,1,4
13.85,116.3492,7,1,2,2,4
13.85,116.8492,7,0,2,1,4
8.26,117.0834,7,2,1,1,4
13.85,117.2492,7,2,1,1,4
13.85,117.4492,7,2,0,1,4
12.5,117.7492,7,1,2,3,4
9.3,121.9388,7,1,2,2,4
12.5,122.4388,7,1,2,3,4
9.3,122.7388,7,2,0,1,4
9.3,123.2388,7,1,0,1,4
9.3,123.7388,7,2,1,1,4
19.7,124.2362,7,2,1,1,4
9.3,124.4388,7,0,2,1,4
12.5,124.6362,7,2,0,0,4
19.7,124.7362,7,1,2,2,4
19.7,125.1362,7,1,1,1,4
9.3,125.4388,7,2,1,1,4
9.3,125.5388,7,1,1,1,4
19.7,125.7362,7,0,2,1,4
12.5,125.8388,7,2,0,0,1
19.7,125.9362,7,1,0,1,4
12.5,126.2336,7,1,2,3,1
18.85,126.6336,7,1,1,1,1
18.85,126.6336,7,2,1,1,1
18.85,127.1336,7,0,2,1,1
18.85,127.3336,7,2,0,1,1
19.7,127.3362,7,2,1,1,4
18.85,127.4336,7,2,1,1,1
19.7,127.4362,7,2,0,1,4
12.5,127.5362,7,1,2,3,4
18.85,128.9336,7,1,2,2,1
12.5,129.3336,7,2,0,0,2
18.85,129.6336,7,1,0,1,1
14.7,141.8128,7,2,1,1,4
7.85,143.2444,7,0,2,1,2
7.85,143.3444,7,1,1,1,2
14.7,143.5128,7,1,0,1,4
7.85,143.5444,7,2,1,1,2
14.7,143.7128,7,2,1,1,4
14.7,143.8128,7,2,0,1,4
14.7,144.3128,7,1,2,0,4
12.5,144.4128,7,1,2,3,4
14.7,144.5128,7,0,2,1,4
14.7,144.5128,7,1,2,2,4
7.85,144.6444,7,1,0,1,2
12.5,144.7444,7,1,2,3,2
7.85,145.0444,7,2,1,1,2
7.85,145.2444,7,2,0,1,2
12.5,145.6128,7,2,0,0,4
14.7,145.7128,7,1,1,1,4
12.5,148.0392,7,2,0,0,4
8.21,148.2392,7,2,1,1,4
12.5,148.9392,7,1,2,3,4
8.21,149.5392,7,2,1,1,4
8.21,149.9392,7,1,0,1,4
8.21,150.2392,7,1,1,1,4
8.21,150.5392,7,1,2,2,4
8.88,150.6682,7,1,2,0,2
8.21,150.8392,7,0,2,1,4
12.5,151.2682,7,1,2,3,1
8.88,151.7682,7,0,2,1,1
8.88,151.9682,7,1,1,1,1
8.88,152.2682,7,2,0,1,1
5.88,152.2998,7,2,1,1,4
8.88,152.5682,7,2,1,1,1
12.5,153.2998,7,2,0,0,4
8.88,153.3682,7,1,0,1,1
5.88,153.3998,7,2,1,1,4
8.88,153.8682,7,2,1,1,1
5.88,153.8998,7,1,0,1,4
8.88,154.0682,7,1,2,2,4
5.88,154.1998,7,1,1,1,4
5.88,154.1998,7,1,2,2,4
5.88,154.1998,7,2,0,1,4
12.5,154.6998,7,1,2,3,5
5.88,155.5998,7,0,2,1,4
12.5,156.5946,7,1,2,3,4
10.5,156.8946,7,0,2,1,4
10.5,157.0946,7,2,1,1,4
10.5,158.3946,7,1,1,1,4
18.85,158.4578,7,1,1,1,2
10.5,158.4946,7,1,2,0,1
18.85,158.6578,7,2,1,1,2
10.5,159.0946,7,2,1,1,4
10.5,159.1946,7,2,0,1,4
10.5,159.2946,7,1,0,1,4
18.85,159.4578,7,2,0,1,2
12.5,159.6578,7,1,2,3,2
10.5,159.6946,7,1,2,2,4
18.85,161.7578,7,1,0,1,2
18.85,161.8578,7,1,2,2,2
18.85,162.0578,7,2,1,1,4
18.85,162.3578,7,0,2,1,2
16.6,170.4422,7,2,1,1,2
16.6,170.6422,7,2,1,1,2
18.25,171.308,7,1,2,0,1
18.25,171.408,7,1,1,1,4
12.5,171.408,7,2,0,0,1
16.6,171.4422,7,1,2,2,2
12.5,171.7422,7,1,2,3,4
18.25,172.008,7,1,0,1,4
16.6,172.0422,7,1,0,1,2
4.61,172.4396,7,1,0,1,1
4.61,172.5396,7,1,1,1,1
16.6,172.7422,7,2,0,1,2
4.61,172.8396,7,1,2,0,0
12.5,172.8396,7,1,2,3,1
16.6,172.9422,7,0,2,1,2
12.5,173.308,7,1,2,3,4
16.6,173.3422,7,1,1,1,2
18.25,173.408,7,0,2,1,4
4.61,173.8396,7,2,0,1,4
18.25,173.908,7,2,1,1,4
16.6,173.9422,7,1,2,0,0
18.25,174.208,7,1,2,2,4
18.25,174.308,7,2,1,1,4
4.61,174.4396,7,2,1,1,1
18.25,174.708,7,2,0,1,4
4.61,175.2396,7,1,2,2,1
4.61,175.4396,7,2,1,1,1
4.61,176.1396,7,0,2,1,1
9.695,176.9344,7,2,1,1,1
9.695,177.3344,7,0,2,1,1
9.695,177.5344,7,2,1,1,1
9.695,177.7344,7,1,1,1,1
9.695,178.0344,7,1,2,2,1
12.1,178.166,7,1,2,0,4
12.1,178.366,7,1,1,1,4
12.1,178.566,7,1,2,2,4
12.1,178.566,7,2,1,1,4
9.695,178.9344,7,1,0,1,1
12.1,179.166,7,2,0,1,4
9.695,179.4344,7,2,0,1,1
12.5,179.4344,7,1,2,3,1
12.1,179.866,7,2,1,1,4
12.1,180.666,7,0,2,1,4
12.1,180.666,7,1,0,1,4
12.5,180.766,7,1,2,3,4
12.5,181.166,7,2,0,0,4
9.5,187.1872,7,2,0,1,1
18.35,187.1872,7,1,2,2,4
18.35,187.6872,7,2,1,1,4
18.35,188.1872,7,0,2,1,4
18.35,188.1872,7,1,1,1,4
12.5,188.1872,7,1,2,3,4
9.5,188.4872,7,1,2,2,1
9.5,188.7872,7,0,2,1,1
9.5,188.9872,7,1,1,1,4
9.5,189.0872,7,2,1,1,1
9.3,189.1846,7,1,2,0,1
9.5,189.2872,7,1,0,1,1
9.5,189.9872,7,1,2,0,2
18.35,190.1872,7,1,0,1,4
18.35,190.2872,7,1,2,0,1
18.35,190.2872,7,2,1,1,4
18.35,190.4872,7,2,0,1,4
12.5,190.6872,7,1,2,3,1
9.5,190.9872,7,2,1,1,4
9.3,191.0846,7,2,1,1,4
9.3,191.1846,7,1,1,1,4
9.3,191.6846,7,2,0,1,4
9.3,191.9846,7,1,0,1,4
9.3,192.1846,7,0,2,1,4
9.3,192.3846,7,1,2,2,4
12.5,192.8846,7,1,2,3,4
9.3,192.9846,7,2,1,1,4
9.5,222.0088,7,2,1,1,4
9.5,223.0088,7,1,2,2,4
9.5,223.5088,7,0,2,1,4
9.5,223.5088,7,1,1,1,4
12.5,224.6088,7,1,2,3,4
9.5,224.7088,7,2,0,1,4
9.5,225.0088,7,2,1,1,4
9.5,225.2088,7,1,0,1,4
12.5,226.4694,7,1,2,3,4
7.905,226.6694,7,1,2,0,1
7.905,227.0694,7,1,1,1,4
7.905,229.2694,7,2,0,1,4
7.905,229.4694,7,2,1,1,4
7.905,229.9694,7,2,1,1,4
7.905,229.9694,7,1,0,1,4
7.905,230.2694,7,0,2,1,4
7.905,230.2694,7,1,2,2,4
8.895,232.9616,7,2,1,1,4
8.895,233.2616,7,2,0,1,1
8.895,233.8616,7,1,2,2,1
12.5,233.9616,7,1,2,3,1
